Table S2 Pseudobulk differential expression results across all cell types,,,,,,,,,,
gene,celltype,avg_log2FC,AveExpr,t,p_val,p_val_adj,B,n_Young,n_Aged,direction
SKIL,SMC1,0.886879933,7.861829509,4.028621206,0.001354288,0.019882668,-1.203440938,5,5,Up
MAP2,SMC1,-2.681400707,5.088660787,-4.024208624,0.00136576,0.020002422,-0.802173849,5,5,Down
MYH11,SMC1,-1.906595409,7.744317757,-4.018169579,0.001381622,0.020126901,-1.149053843,5,5,Down
LMOD1,SMC1,-1.89190043,6.841455782,-4.017486425,0.001383428,0.020126901,-1.055730391,5,5,Down
DPY19L2,SMC1,-2.673475259,5.45683881,-4.016092103,0.001387122,0.020126901,-0.819230299,5,5,Down
PTEN,SMC1,-0.970431805,7.411481014,-4.015911285,0.001387602,0.020126901,-1.165864812,5,5,Down
PANX1,SMC1,1.218303256,6.753394985,4.014057546,0.00139253,0.020149949,-1.174331972,5,5,Up
SMC6,SMC1,-1.180134624,6.057240033,-4.008509901,0.001407387,0.020316202,-1.006263476,5,5,Down
WDR48,SMC1,-1.596819962,5.149210246,-4.005172215,0.001416403,0.02035739,-0.857700488,5,5,Down
BTBD9,SMC1,-0.9046827,7.916867735,-4.003884333,0.001419898,0.02035739,-1.220861427,5,5,Down
GEM,SMC1,1.461807453,9.750238292,4.003713777,0.001420362,0.02035739,-1.261094494,5,5,Up
ZCCHC14,SMC1,-1.046573917,7.363596315,-4.000378588,0.001429456,0.020409034,-1.191749969,5,5,Down
MT-ND1,SMC1,0.940273411,12.2230745,3.999913346,0.001430729,0.020409034,-1.249194001,5,5,Up
TEAD4,SMC1,-1.421088059,6.076882911,-3.996842788,0.001439163,0.020464343,-1.007520936,5,5,Down
COL25A1,SMC1,-1.764277992,8.723424397,-3.996034999,0.00144139,0.020464343,-1.248796163,5,5,Down
CYBA,SMC1,1.979034004,4.968493253,3.994500871,0.001445629,0.02047635,-0.964561201,5,5,Up
ARHGAP22,SMC1,4.398512839,3.687271248,3.991689176,0.001453432,0.020538657,-0.933262737,5,5,Up
VCAN,SMC1,5.342189644,7.214053171,3.988306948,0.001462875,0.020623798,-1.106080369,5,5,Up
KCND3,SMC1,1.989004013,4.711427373,3.985587146,0.001470514,0.020667528,-0.943100216,5,5,Up
CCN1,SMC1,1.40003652,7.111348669,3.984766436,0.001472827,0.020667528,-1.257507191,5,5,Up
RYR2,SMC1,-1.849229529,7.372910763,-3.976397233,0.001496629,0.0209528,-1.20686049,5,5,Down
ELMO1,SMC1,3.880905533,5.074238109,3.97271671,0.00150722,0.021052235,-0.893960038,5,5,Up
FOXC1,SMC1,-1.240498196,6.559249005,-3.965233839,0.00152899,0.021306994,-1.159249782,5,5,Down
GREB1L,SMC1,3.612362922,5.688969485,3.963954158,0.001532746,0.021310109,-0.986963317,5,5,Up
LRRC23,SMC1,1.685591456,5.981190443,3.96093858,0.001541632,0.021384385,-1.197623656,5,5,Up
AP002762.2,SMC1,2.208537185,4.59914508,3.95781396,0.001550895,0.021463536,-0.964551531,5,5,Up
TAGLN,SMC1,-1.455006691,9.595037275,-3.949105647,0.001577013,0.021731656,-1.356805763,5,5,Down
NOVA1,SMC1,4.508423654,6.156169495,3.948954082,0.001577472,0.021731656,-1.025855653,5,5,Up
AC119674.1,SMC1,1.769941943,8.668603251,3.947542033,0.00158175,0.021738803,-1.373637853,5,5,Up
PRR16,SMC1,-1.714922429,6.712472636,-3.946407661,0.001585196,0.021738803,-1.176103894,5,5,Down
FGL2,SMC1,4.168945926,4.374412189,3.935629345,0.001618321,0.022142741,-0.989181714,5,5,Up
PPP1R12A,SMC1,-0.968098941,8.456143563,-3.932440947,0.001628255,0.022228257,-1.375993132,5,5,Down
NCKAP5,SMC1,-1.612027257,9.109148184,-3.928439684,0.001640809,0.022321453,-1.389151156,5,5,Down
TGFBI,SMC1,-1.661326575,7.347716613,-3.925236613,0.001650931,0.022321453,-1.300044388,5,5,Down
SEPTIN7,SMC1,-1.150254153,8.374439621,-3.92512866,0.001651273,0.022321453,-1.384714033,5,5,Down
SLC25A44,SMC1,1.873047877,6.010269868,3.924297699,0.00165391,0.022321453,-1.269160783,5,5,Up
NEXN,SMC1,-1.85958834,5.945401049,-3.923926599,0.001655089,0.022321453,-1.072855718,5,5,Down
CCND1,SMC1,-2.317105506,4.957193866,-3.923238389,0.001657277,0.022321453,-0.974552122,5,5,Down
LINC01088,SMC1,1.944249633,6.870255531,3.921240359,0.001663648,0.022357354,-1.362419511,5,5,Up
ZNF217,SMC1,1.256736485,5.647737602,3.914882039,0.001684089,0.0224875,-1.234691949,5,5,Up
SMIM14,SMC1,1.097645798,5.691131358,3.914606491,0.00168498,0.0224875,-1.235069388,5,5,Up
ATF7IP2,SMC1,2.049470052,5.154281,3.912829922,0.00169074,0.0224875,-1.154969996,5,5,Up
CSRP1,SMC1,-1.993369046,5.997326157,-3.912620397,0.001691421,0.0224875,-1.118876193,5,5,Down
XBP1,SMC1,0.851617467,7.154352557,3.912452588,0.001691966,0.0224875,-1.392663237,5,5,Up
PELI2,SMC1,-1.12985757,8.032251869,-3.909451356,0.00170175,0.02252186,-1.400475088,5,5,Down
CASP4,SMC1,1.113510928,6.317518015,3.909369866,0.001702017,0.02252186,-1.33052552,5,5,Up
TRIM33,SMC1,-1.030747121,6.509602485,-3.905427903,0.001714957,0.022643436,-1.266738713,5,5,Down
LTBP2,SMC1,3.665423075,5.445601154,3.901774303,0.00172704,0.022753191,-1.126853956,5,5,Up
CCDC126,SMC1,-1.898586798,5.768306373,-3.899144665,0.001735791,0.0228083,-1.140523992,5,5,Down
ASAP1,SMC1,-1.069718721,10.41017313,-3.898248616,0.001738783,0.0228083,-1.456190173,5,5,Down
MYH9,SMC1,-1.09720952,8.726007408,-3.892986648,0.001756461,0.022984599,-1.456412894,5,5,Down
COL6A1,SMC1,1.254673603,9.570528946,3.89198642,0.001759842,0.022984599,-1.476149865,5,5,Up
AL513166.1,SMC1,3.824669119,4.066593288,3.890100976,0.001766233,0.023018249,-1.05469122,5,5,Up
ASAP2,SMC1,-0.754576909,7.226046848,-3.886527173,0.001778412,0.023118276,-1.406397681,5,5,Down
FAM20C,SMC1,1.039037591,6.412319924,3.885604488,0.001781571,0.023118276,-1.385467338,5,5,Up
LINC01697,SMC1,4.184127941,3.875435457,3.883726376,0.001788017,0.023152139,-1.094651501,5,5,Up
SNAI2,SMC1,-1.764414734,5.501473941,-3.881902961,0.001794299,0.023182891,-1.107709062,5,5,Down
BHLHE40,SMC1,1.048187015,10.8102911,3.879064487,0.001804122,0.023182891,-1.489590852,5,5,Up
HELLPAR,SMC1,3.772429045,3.454370088,3.878869924,0.001804798,0.023182891,-1.122125436,5,5,Up
FGFR1,SMC1,1.418306482,9.05508966,3.878592648,0.00180576,0.023182891,-1.50515717,5,5,Up
TRPC6,SMC1,-1.691787378,6.01645226,-3.876830637,0.001811892,0.023212217,-1.187939284,5,5,Down
ZBTB21,SMC1,0.999721185,6.916422953,3.870825757,0.001832946,0.023432201,-1.457609203,5,5,Up
PRELP,SMC1,1.302763981,6.334063636,3.865359035,0.001852331,0.023606566,-1.41730301,5,5,Up
EML1,SMC1,1.99806419,5.421125466,3.864353561,0.001855919,0.023606566,-1.284978336,5,5,Up
ZEB1,SMC1,0.83907752,8.55389709,3.863681218,0.001858323,0.023606566,-1.530766301,5,5,Up
TMOD3,SMC1,-0.735926354,7.363205866,-3.857092659,0.001882042,0.023826826,-1.473929997,5,5,Down
CBLB,SMC1,1.708527111,9.912708692,3.856674043,0.001883559,0.023826826,-1.540875289,5,5,Up
GBP1,SMC1,1.87772186,5.329249555,3.854249028,0.001892374,0.023888254,-1.298301481,5,5,Up
CDC42,SMC1,-0.964290406,6.477112976,-3.851724031,0.001901597,0.023954567,-1.386400186,5,5,Down
LGALS3,SMC1,0.716056946,8.288780412,3.844440434,0.00192846,0.024242346,-1.564002731,5,5,Up
UNC13B,SMC1,-0.953916297,5.949779711,-3.842566408,0.001935434,0.024260835,-1.308091332,5,5,Down
RBPMS,SMC1,-0.897184421,8.734042344,-3.841393746,0.001939811,0.024260835,-1.557929042,5,5,Down
KIAA1217,SMC1,2.640474564,6.453651933,3.840810176,0.001941993,0.024260835,-1.464088813,5,5,Up
JMY,SMC1,-0.986521015,6.620148866,-3.837762778,0.001953427,0.024353266,-1.420626411,5,5,Down
LAMA5,SMC1,-2.135690232,5.010852131,-3.836337099,0.001958801,0.024369901,-1.12473295,5,5,Down
LRRC49,SMC1,3.058101204,6.168422207,3.834005479,0.00196762,0.024429263,-1.429958488,5,5,Up
PDCD4,SMC1,-1.111959525,6.734112337,-3.826609702,0.001995866,0.024691348,-1.450211427,5,5,Down
CUL4A,SMC1,-0.875785845,7.730834452,-3.826337324,0.001996914,0.024691348,-1.550908754,5,5,Down
TACC2,SMC1,-1.088731505,7.406079734,-3.824647978,0.002003427,0.024703478,-1.526742842,5,5,Down
MAN1A1,SMC1,1.216508065,8.599161732,3.820324018,0.002020196,0.024703478,-1.615924699,5,5,Up
TMEM131L,SMC1,-1.834289636,7.605405561,-3.819728457,0.002022517,0.024703478,-1.52307808,5,5,Down
RNF144A,SMC1,2.383371405,4.583376312,3.818936323,0.002025608,0.024703478,-1.190040533,5,5,Up
IER3,SMC1,2.917104298,8.292586139,3.818832373,0.002026014,0.024703478,-1.61204167,5,5,Up
VPS13D,SMC1,-0.996889249,7.418841067,-3.817976247,0.002029361,0.024703478,-1.541440785,5,5,Down
SLC35F1,SMC1,-2.413675093,5.064823876,-3.817948698,0.002029469,0.024703478,-1.164542369,5,5,Down
HIF1A-AS3,SMC1,-3.044830899,4.919296028,-3.817647631,0.002030647,0.024703478,-1.158924764,5,5,Down
SYNE3,SMC1,1.43369894,5.196047405,3.814994854,0.00204106,0.024780199,-1.348465404,5,5,Up
IL1RL2,SMC1,1.668668447,5.466614968,3.809215367,0.002063936,0.025007614,-1.408508627,5,5,Up
METTL7A,SMC1,1.363762252,5.85023585,3.806218031,0.002075903,0.025102199,-1.469962434,5,5,Up
TLN2,SMC1,2.759990017,6.011644073,3.80437717,0.002083287,0.025141109,-1.465639282,5,5,Up
NPY1R,SMC1,-2.61661891,4.771821111,-3.801899871,0.002093267,0.025211121,-1.190574609,5,5,Down
ABCC9,SMC1,-1.635006708,9.353897425,-3.800107918,0.002100516,0.025223495,-1.637811887,5,5,Down
MGST1,SMC1,5.511857519,4.276715645,3.799580441,0.002102655,0.025223495,-1.225668339,5,5,Up
KIF21A,SMC1,2.273018741,5.772932479,3.796555246,0.002114963,0.025311385,-1.465271017,5,5,Up
THOC1,SMC1,0.907772036,5.562403078,3.795720966,0.002118371,0.025311385,-1.434852741,5,5,Up
TINAGL1,SMC1,-2.399666609,5.845945628,-3.793542457,0.002127295,0.025367779,-1.319989232,5,5,Down
FHIT,SMC1,0.872225903,7.053192569,3.791424259,0.002136008,0.025421447,-1.617485664,5,5,Up
ZBTB38,SMC1,-1.196328632,7.58811066,-3.78904611,0.002145834,0.02548812,-1.604286238,5,5,Down
ITPRIP,SMC1,2.244906389,5.396532223,3.786566295,0.00215613,0.025524271,-1.42622264,5,5,Up
ADRA2A,SMC1,-2.013573092,4.756952239,-3.785653488,0.002159932,0.025524271,-1.210037707,5,5,Down
NKD1,SMC1,-2.377510401,5.121724533,-3.785261197,0.002161568,0.025524271,-1.209980805,5,5,Down
NR2F1-AS1,SMC1,-1.741037444,5.609796948,-3.783332399,0.002169631,0.025569444,-1.291220235,5,5,Down
DISC1,SMC1,1.441453498,5.353065667,3.781864965,0.002175786,0.025591996,-1.438397398,5,5,Up
MCU,SMC1,-1.23914451,7.123336413,-3.777994225,0.002192107,0.02572619,-1.585169323,5,5,Down
THBD,SMC1,-1.340101441,6.725559348,-3.776824441,0.002197064,0.02572619,-1.531876113,5,5,Down
SRGAP1,SMC1,2.126542116,8.31362916,3.775272171,0.002203659,0.02572619,-1.700290593,5,5,Up
DNAJB1,SMC1,1.389826734,7.406628972,3.77513338,0.002204249,0.02572619,-1.674651723,5,5,Up
DDR2,SMC1,1.052672178,8.269451474,3.773817539,0.002209857,0.02574185,-1.701328597,5,5,Up
PCDH7,SMC1,4.763791896,3.915105046,3.771282204,0.002220703,0.025779194,-1.274948087,5,5,Up
CCDC102B,SMC1,-1.711567916,6.92196196,-3.770481916,0.002224138,0.025779194,-1.555061133,5,5,Down
SORBS1,SMC1,-1.149401175,8.186951042,-3.770076573,0.00222588,0.025779194,-1.671985359,5,5,Down
RERG,SMC1,-2.129353893,6.14285534,-3.768964468,0.002230666,0.025785131,-1.388443982,5,5,Down
CLEC14A,SMC1,3.174025181,4.194998183,3.766747156,0.00224024,0.025846282,-1.247903721,5,5,Up
TUBB3,SMC1,-1.570464946,5.094282504,-3.763903337,0.002252579,0.025939053,-1.284309424,5,5,Down
MERTK,SMC1,-2.521852226,5.182870599,-3.760167041,0.002268897,0.026077189,-1.25312156,5,5,Down
AC073050.1,SMC1,-1.597626499,6.105820723,-3.75533439,0.002290181,0.026177549,-1.396072819,5,5,Down
MAPRE2,SMC1,-1.59435416,5.709048643,-3.755242333,0.002290589,0.026177549,-1.358423097,5,5,Down
MYL9,SMC1,-1.635933273,8.123591758,-3.755229814,0.002290644,0.026177549,-1.684425694,5,5,Down
DLG2,SMC1,0.813183715,9.370946609,3.753413642,0.002298697,0.026189403,-1.742581516,5,5,Up
TRAF3,SMC1,1.570533294,7.068280568,3.753038962,0.002300362,0.026189403,-1.697703412,5,5,Up
MBP,SMC1,2.494227963,5.079742318,3.74904778,0.002318173,0.026342482,-1.405598009,5,5,Up
COL27A1,SMC1,-1.502873509,7.559418727,-3.744586045,0.002338251,0.02649787,-1.678237844,5,5,Down
OXSR1,SMC1,-1.255732815,6.073566636,-3.743704549,0.002342238,0.02649787,-1.477492152,5,5,Down
FLNA,SMC1,-0.967334073,8.045888418,-3.743090104,0.002345022,0.02649787,-1.724247308,5,5,Down
TMED10,SMC1,1.029714192,5.852725003,3.741187638,0.002353662,0.026545788,-1.589384258,5,5,Up
ACVRL1,SMC1,3.122842082,4.701337498,3.735813862,0.002378242,0.026772973,-1.329115126,5,5,Up
SNX25,SMC1,-1.193671555,6.634473756,-3.734150467,0.002385903,0.026809202,-1.609877991,5,5,Down
RUNX1,SMC1,1.039290944,9.165991486,3.730887557,0.002401005,0.026928742,-1.78735919,5,5,Up
MAGI1,SMC1,-1.837968612,6.770029166,-3.7284657,0.002412276,0.027004965,-1.614493793,5,5,Down
JMJD1C,SMC1,0.854364547,10.65116864,3.724702406,0.002429898,0.027151861,-1.786925929,5,5,Up
NAALADL2,SMC1,0.925658129,8.993255911,3.722610577,0.00243975,0.027211551,-1.803255694,5,5,Up
REL,SMC1,0.889546108,7.675254799,3.721164512,0.002446584,0.027237427,-1.785159533,5,5,Up
KLHL21,SMC1,1.212148292,7.085774157,3.716830422,0.002467183,0.027416173,-1.766908089,5,5,Up
S100A13,SMC1,1.744443727,5.666744071,3.715320085,0.002474403,0.027445857,-1.618054828,5,5,Up
NMD3,SMC1,-1.26490937,7.770272193,-3.713287859,0.002484151,0.027487316,-1.758035252,5,5,Down
FBXL20,SMC1,-0.958687706,5.847650441,-3.712643266,0.002487251,0.027487316,-1.519121368,5,5,Down
EHD2,SMC1,-1.539475413,5.84063661,-3.707949194,0.002509947,0.027652753,-1.497640716,5,5,Down
ACKR3,SMC1,1.859462267,6.463151301,3.707091136,0.002514118,0.027652753,-1.734901108,5,5,Up
CD47,SMC1,1.101009898,5.764832007,3.706710661,0.00251597,0.027652753,-1.644049375,5,5,Up
SLC16A7,SMC1,1.160531825,8.595807334,3.705003173,0.002524298,0.027693839,-1.837047859,5,5,Up
PPP1R14A,SMC1,-3.401803626,4.494524609,-3.703499487,0.002531655,0.027724145,-1.373727172,5,5,Down
FBLN5,SMC1,4.173648001,4.833649287,3.700267918,0.002547539,0.027847559,-1.356157131,5,5,Up
TGFBR3,SMC1,0.992646686,8.043213531,3.697048678,0.002563464,0.027970963,-1.843963151,5,5,Up
TACC1,SMC1,-1.17684348,8.957817688,-3.695563052,0.002570847,0.028000889,-1.837913054,5,5,Down
PTGS2,SMC1,4.781795659,4.827265714,3.69190414,0.002589123,0.028149133,-1.375066448,5,5,Up
DENND4A,SMC1,0.987512034,9.871084868,3.689199648,0.002602717,0.028199221,-1.862296058,5,5,Up
PMF1,SMC1,1.629636897,6.269956515,3.689128136,0.002603077,0.028199221,-1.748483385,5,5,Up
VDAC1,SMC1,-1.161476237,6.288756352,-3.688059681,0.002608468,0.028206981,-1.619835448,5,5,Down
ADGRB3,SMC1,-1.313119729,8.618599867,-3.686771398,0.002614983,0.028226849,-1.844781551,5,5,Down
PTGER4,SMC1,2.430542917,5.054532946,3.684608294,0.00262596,0.028294717,-1.534994083,5,5,Up
THBS4,SMC1,3.159669552,7.850709779,3.681680591,0.002640891,0.028329991,-1.858311353,5,5,Up
PLD3,SMC1,1.089410418,5.473149206,3.68036541,0.002647626,0.028329991,-1.646384866,5,5,Up
FOXC2,SMC1,-2.416421997,5.110203908,-3.67989322,0.002650049,0.028329991,-1.396648609,5,5,Down
ZFAND3,SMC1,0.846885007,9.593037177,3.67851068,0.002657155,0.028329991,-1.885013795,5,5,Up
PMP22,SMC1,0.781567781,7.354687742,3.678487697,0.002657273,0.028329991,-1.851767859,5,5,Up
BMPER,SMC1,4.580630594,5.956015892,3.678462267,0.002657404,0.028329991,-1.481500182,5,5,Up
TNRC6A,SMC1,-0.835110221,6.382820051,-3.676410325,0.002667987,0.02839265,-1.701524903,5,5,Down
AP001011.1,SMC1,-1.205858995,6.439090413,-3.674371362,0.002678545,0.028454827,-1.703875059,5,5,Down
NFKBIA,SMC1,1.551619937,8.814968412,3.669455549,0.002704175,0.028676617,-1.907046466,5,5,Up
ST5,SMC1,-0.968227722,6.997442387,-3.667127291,0.002716401,0.02875573,-1.791352434,5,5,Down
SEPTIN9,SMC1,-0.941127463,7.849073847,-3.663621133,0.002734918,0.028893653,-1.867155919,5,5,Down
SERTAD2,SMC1,0.997214715,6.696668552,3.662850182,0.002739007,0.028893653,-1.836104129,5,5,Up
CARMN,SMC1,-3.804713404,5.487227779,-3.657810469,0.002765889,0.029126306,-1.481605398,5,5,Down
FBXO32,SMC1,-1.555712147,5.378607128,-3.656524,0.002772794,0.029148147,-1.538916871,5,5,Down
PLOD1,SMC1,1.412954033,5.139424663,3.653145138,0.002791012,0.02925293,-1.639985019,5,5,Up
LONRF3,SMC1,1.236387909,7.386484994,3.651172484,0.002801704,0.02925293,-1.909845178,5,5,Up
KLHL24,SMC1,-0.971999469,6.867149011,-3.649944995,0.002808379,0.02925293,-1.81118626,5,5,Down
AOC3,SMC1,-1.786197596,5.829284663,-3.649788227,0.002809232,0.02925293,-1.590765346,5,5,Down
RASA1,SMC1,-1.583679509,8.27809996,-3.6496257,0.002810118,0.02925293,-1.898828131,5,5,Down
SEC23IP,SMC1,0.821037043,6.433724872,3.649307884,0.002811849,0.02925293,-1.833094483,5,5,Up
ENPP1,SMC1,1.475964005,7.99908697,3.647933659,0.00281935,0.02928048,-1.939609958,5,5,Up
ANO1,SMC1,-1.851944009,6.60684191,-3.646015738,0.002829852,0.029339054,-1.74773062,5,5,Down
LARP6,SMC1,1.202594906,5.232867436,3.638695551,0.002870303,0.029599824,-1.676868436,5,5,Up
ISG15,SMC1,-1.21324319,5.723943316,-3.638148248,0.00287335,0.029599824,-1.603877961,5,5,Down
PPM1A,SMC1,-1.065103173,5.672603926,-3.638106881,0.002873581,0.029599824,-1.632033973,5,5,Down
GASK1B,SMC1,4.329061082,5.126036026,3.637919257,0.002874627,0.029599824,-1.460157687,5,5,Up
RNF180,SMC1,-1.231244026,6.655240619,-3.631941565,0.002908144,0.029855368,-1.807552855,5,5,Down
SERINC5,SMC1,-1.43787422,8.259316854,-3.630566279,0.002915911,0.029855368,-1.936498285,5,5,Down
ITGA1,SMC1,-1.63129633,7.344094767,-3.630223914,0.002917848,0.029855368,-1.87315611,5,5,Down
GATA6,SMC1,-2.062929986,5.336618369,-3.629456582,0.002922194,0.029855368,-1.509423592,5,5,Down
AR,SMC1,1.673664096,5.33209318,3.629105713,0.002924183,0.029855368,-1.720317027,5,5,Up
NOTCH3,SMC1,-1.545734674,8.101235643,-3.628213734,0.002929247,0.029856546,-1.933192088,5,5,Down
FILIP1,SMC1,1.073704649,8.703305735,3.62186116,0.002965566,0.030175758,-1.996984354,5,5,Up
ATP2B1,SMC1,1.651573939,7.670801748,3.61887427,0.0029828,0.030300026,-1.986183491,5,5,Up
TNC,SMC1,1.175896231,12.3966014,3.615063285,0.003004937,0.030473593,-1.985143517,5,5,Up
PDPN,SMC1,5.047796052,4.599152092,3.611855712,0.003023697,0.030562445,-1.513514894,5,5,Up
MT-ND6,SMC1,0.934454721,7.136583031,3.611833382,0.003023828,0.030562445,-1.968194822,5,5,Up
SCAPER,SMC1,0.731176061,7.033938089,3.609382307,0.003038245,0.030656805,-1.962220697,5,5,Up
SERPINE2,SMC1,3.136899005,6.150467081,3.607722313,0.003048048,0.030704376,-1.838688915,5,5,Up
AL392172.1,SMC1,-1.519205476,4.812444433,-3.605561254,0.003060858,0.030736932,-1.534766626,5,5,Down
LSP1,SMC1,2.494362047,4.64369727,3.605458657,0.003061468,0.030736932,-1.552176911,5,5,Up
ZEB2,SMC1,-0.739642747,10.40418707,-3.603260818,0.003074555,0.030817047,-2.022340505,5,5,Down
MTSS1,SMC1,2.924898259,5.002119543,3.600086561,0.003093555,0.030912259,-1.617903125,5,5,Up
ITIH5,SMC1,0.869311006,8.439080647,3.599517318,0.003096975,0.030912259,-2.037169191,5,5,Up
HPRT1,SMC1,-1.056674838,6.360540599,-3.599110366,0.003099423,0.030912259,-1.838495832,5,5,Down
ANXA1,SMC1,1.530775531,8.032977911,3.596217416,0.003116877,0.030958869,-2.039825922,5,5,Up
TANK,SMC1,1.784249062,6.722282682,3.595717975,0.0031199,0.030958869,-1.972708288,5,5,Up
SEMA6D,SMC1,-2.90516804,4.543585479,-3.594877347,0.003124996,0.030958869,-1.543105418,5,5,Down
RFTN2,SMC1,2.076900812,4.350566047,3.594760237,0.003125706,0.030958869,-1.568585937,5,5,Up
AC006460.2,SMC1,1.454229179,5.045816769,3.594094266,0.00312975,0.030958869,-1.731334639,5,5,Up
SYTL4,SMC1,1.587138192,5.060056035,3.591236395,0.003147162,0.031080161,-1.739537418,5,5,Up
FEM1C,SMC1,1.561439606,6.386099542,3.589548208,0.003157494,0.031131244,-1.951456223,5,5,Up
SCGB2B2,SMC1,1.732723792,4.48272629,3.587384729,0.003170786,0.031211289,-1.629954367,5,5,Up
MAP3K2,SMC1,-0.879839263,7.117141289,-3.581934616,0.003204519,0.031490667,-1.972985278,5,5,Down
MCAM,SMC1,-1.861617783,6.481549824,-3.581117906,0.003209606,0.031490667,-1.842677488,5,5,Down
PTPRS,SMC1,1.145174666,6.432658548,3.577623452,0.003231461,0.031653626,-1.975030175,5,5,Up
CYP1B1,SMC1,3.804507155,6.330609271,3.574766195,0.003249442,0.031778178,-1.902271697,5,5,Up
ZBTB20,SMC1,0.679455882,10.42729517,3.570271678,0.003277933,0.031989178,-2.085552737,5,5,Up
ANTXR2,SMC1,1.800073963,7.142327023,3.569692829,0.003281621,0.031989178,-2.053823083,5,5,Up
UBL5,SMC1,-1.688168967,5.124595033,-3.562131858,0.003330177,0.032364158,-1.659039822,5,5,Down
NECTIN3,SMC1,0.872302191,6.696525054,3.562033153,0.003330816,0.032364158,-2.027592936,5,5,Up
MTURN,SMC1,-1.307754838,5.722612921,-3.560340798,0.003341785,0.03241854,-1.765121315,5,5,Down
PRKAA2,SMC1,-2.202486542,4.678739791,-3.552252843,0.003394716,0.032841865,-1.604845258,5,5,Down
LPP,SMC1,-0.949015664,11.03631702,-3.551046762,0.003402682,0.032841865,-2.118655136,5,5,Down
ABI3BP,SMC1,4.985049976,8.04457287,3.550563744,0.003405877,0.032841865,-2.058501554,5,5,Up
LINC01004,SMC1,0.849257435,7.169751134,3.550364864,0.003407194,0.032841865,-2.08741003,5,5,Up
AGMO,SMC1,1.754915892,6.050048027,3.547988973,0.003422962,0.032941229,-1.989018053,5,5,Up
AL021707.1,SMC1,1.089008571,5.145425536,3.544037116,0.003449352,0.033087727,-1.840597788,5,5,Up
ENPP2,SMC1,1.845196105,4.518840739,3.542960909,0.003456575,0.033087727,-1.705591546,5,5,Up
DGKI,SMC1,1.945553019,5.616460665,3.542359635,0.003460617,0.033087727,-1.931785137,5,5,Up
EEFSEC,SMC1,1.116069081,4.75854861,3.541872969,0.003463891,0.033087727,-1.765040671,5,5,Up
CTTNBP2NL,SMC1,-1.464890118,5.031441995,-3.541618948,0.003465602,0.033087727,-1.681008475,5,5,Down
CBL,SMC1,-1.489636858,5.65775247,-3.539667619,0.003478771,0.033134038,-1.787654147,5,5,Down
CTSC,SMC1,-1.828216961,6.148279508,-3.539273806,0.003481435,0.033134038,-1.880570842,5,5,Down
CADM1,SMC1,-2.035267198,5.914106163,-3.536300654,0.003501614,0.033229958,-1.807583482,5,5,Down
CAMK1D,SMC1,1.343694272,7.941157374,3.536166334,0.003502528,0.033229958,-2.152569662,5,5,Up
ANXA2,SMC1,1.067033695,8.779124705,3.53286802,0.003525057,0.033391202,-2.168260998,5,5,Up
RFC3,SMC1,1.364183562,4.765220943,3.531669497,0.00353328,0.033416634,-1.789994517,5,5,Up
ZNRF3,SMC1,0.839178015,5.88873952,3.530861316,0.003538836,0.033416801,-1.983619746,5,5,Up
RARRES2,SMC1,-1.65668456,6.176019412,-3.528994817,0.003551701,0.033485877,-1.919663189,5,5,Down
ATP8B4,SMC1,-2.054288448,5.777275569,-3.52707054,0.003565013,0.033524861,-1.753136353,5,5,Down
COL6A2,SMC1,0.953581373,10.26184595,3.526044839,0.00357213,0.033524861,-2.172047927,5,5,Up
HIPK2,SMC1,-1.131874761,8.614383699,-3.525991025,0.003572503,0.033524861,-2.156378134,5,5,Down
UBE2W,SMC1,-1.230989247,7.034937528,-3.522875505,0.00359421,0.033676186,-2.064798493,5,5,Down
SRPX,SMC1,3.112228197,4.88603007,3.51704108,0.003635219,0.033998516,-1.718668994,5,5,Up
UST,SMC1,1.805272628,7.654391269,3.515866054,0.003643535,0.033998516,-2.183522019,5,5,Up
RELL1,SMC1,-0.83254912,6.399471271,-3.515586677,0.003645515,0.033998516,-2.007392646,5,5,Down
RASL11A,SMC1,-1.35066977,5.377597627,-3.513274066,0.003661948,0.034099062,-1.777269683,5,5,Down
RNF169,SMC1,-0.873178626,6.063157428,-3.511305349,0.003675995,0.034163904,-1.949304507,5,5,Down
FOXN3,SMC1,1.062080956,7.993967418,3.510712698,0.003680235,0.034163904,-2.201255962,5,5,Up
LUM,SMC1,3.852682075,6.516794224,3.507503559,0.003703277,0.034325,-2.014465886,5,5,Up
SLC7A2,SMC1,-1.523268155,7.893436565,-3.503730745,0.003730553,0.034429999,-2.156185333,5,5,Down
PID1,SMC1,5.584699547,5.139643504,3.502582554,0.003738895,0.034429999,-1.688652544,5,5,Up
SH3RF3,SMC1,-1.070856611,6.278881759,-3.50210542,0.003742366,0.034429999,-2.010267307,5,5,Down
EPB41L2,SMC1,0.821661902,9.407575093,3.501845713,0.003744257,0.034429999,-2.225737437,5,5,Up
CORO2B,SMC1,1.967748712,4.710463007,3.501441227,0.003747205,0.034429999,-1.826593202,5,5,Up
ALDH1A3,SMC1,4.467536107,4.978738847,3.501216725,0.003748841,0.034429999,-1.691091446,5,5,Up
PRICKLE1,SMC1,2.320502635,5.459875767,3.49948418,0.003761497,0.03446391,-1.948639036,5,5,Up
RET,SMC1,1.452408454,4.599501986,3.499148139,0.003763957,0.03446391,-1.80924566,5,5,Up
